"Alpha","Fold","Lambda","MAE","RMSE","R2"
0,5,53432.2414489247,125.856803119075,163.220285808601,-0.00456541059206139
0,5,47552.1854597398,125.846049857312,163.195987988401,-0.00426634319614028
0,5,42319.2117844982,125.833977640481,163.168717885364,-0.00393074476812849
0,5,37662.110978632,125.820426173383,163.138116367552,-0.00355421519675403
0,5,33517.5099808067,125.805216066618,163.10378207431,-0.00313184059037064
0,5,29829.0097427323,125.788146662461,163.065266753852,-0.00265813750310318
0,5,26546.4177601956,125.768993642414,163.022070174531,-0.00212699232476088
0,5,23625.0650617232,125.747506393677,162.973634570529,-0.00153159545077086
0,5,21025.1983605694,125.723405129563,162.919338636777,-0.000864370535633263
0,5,18711.439098532,125.696377744743,162.858491051397,-0.000116898711083557
0,5,16652.3020203549,125.666076398185,162.79032354252,0.000720161844510292
0,5,14819.766727556,125.632113817946,162.713983524726,0.00165716045904141
0,5,13188.8963814564,125.5940593282,162.628526353521,0.00270554178808657
0,5,11737.4983667829,125.551434606842,162.53290727482,0.00387793565254224
0,5,10445.8222982125,125.50370919254,162.425973182761,0.00518824714019372
0,5,9296.29126037878,125.450295773733,162.306454344911,0.00665174460035145
0,5,8273.26262410027,125.390545309517,162.17295631062,0.00828514240599643
0,5,7362.81518405712,125.323742054202,162.023952287638,0.0101066744506193
0,5,6552.55972132006,125.249098584336,161.857776355699,0.0121361532737181
0,5,5831.4704128981,125.165750959872,161.672617985029,0.0143950084624089
0,5,5189.73479415388,125.072754190554,161.466518443425,0.0169062965596647
0,5,4618.62023239971,124.969078224922,161.23736980769,0.0196946731409207
0,5,4110.3550946691,124.85360473287,160.982917442405,0.0227863160416937
0,5,3658.02299261441,124.725125013034,160.700766967741,0.0262087870026793
0,5,3255.4686654324,124.582339422489,160.388396902001,0.0299908173608308
0,5,2897.21422008824,124.423858796303,160.043178323573,0.0341620020238607
0,5,2578.3845890486,124.248208395157,159.662403035903,0.0387523850544723
0,5,2294.64119116496,124.053834985477,159.243321816616,0.0437919200657251
0,5,2042.12289297532,123.839117711422,158.783194359824,0.0493097896730998
0,5,1817.39346703557,123.602383452286,158.279352442883,0.0553335709152719
0,5,1617.39483230184,123.341927360671,157.729277622159,0.0618882383459139
0,5,1439.40544026699,123.056039232135,157.130694337494,0.0689950039195341
0,5,1281.00324057642,122.743036250159,156.481678630722,0.076670003284505
0,5,1140.03272216542,122.401302464773,155.780781712555,0.0849228519230935
0,5,1014.57558141935,122.03530371853,155.027166310785,0.0937551116988027
0,5,902.924618213772,121.643347586401,154.220752094514,0.103158728272066
0,5,803.560504616077,121.223362727869,153.362364530201,0.113114521377101
0,5,715.131110121055,120.775294507725,152.453879383263,0.123590831199525
0,5,636.433102081484,120.297284342805,151.498352908193,0.134542442326519
0,5,566.395570955507,119.786961899284,150.500125832212,0.145909918515548
0,5,504.065457545829,119.253124108219,149.464887877669,0.157619482991674
0,5,448.594583927009,118.6922554434,148.399689192299,0.169583566421391
0,5,399.228111579834,118.102263990638,147.312886079926,0.181702115311532
0,5,355.294269672978,117.485093446077,146.214011195491,0.193864706339169
0,5,316.195213716086,116.843248518466,145.113563066887,0.205953448683855
0,5,281.398890190334,116.179778652557,144.022716335854,0.217846581670629
0,5,250.431796451709,115.498238365865,142.952962013333,0.2294225970076
0,5,222.872537384956,114.852740100964,141.915695472446,0.240564644115853
0,5,198.346091128197,114.245307003907,140.921777675285,0.251164924875775
0,5,176.518705837153,113.633608913371,139.981100905649,0.261128760658287
0,5,157.093358044976,113.034063733022,139.102192815764,0.270378026331236
0,5,139.805710815793,112.477150476969,138.291891051809,0.278853694223106
0,5,124.420516691185,111.982367492302,137.555114930084,0.286517310818442
0,5,110.728416481486,111.496772386304,136.894751221195,0.293351329690031
0,5,98.5430903403902,111.063276953502,136.311659424755,0.299358331590331
0,5,87.6987223551414,110.689235343359,135.804789806417,0.304559261585591
0,5,78.0477441508835,110.372537858598,135.370524931068,0.30899979159087
0,5,69.4588268045008,110.108181637876,135.006308994616,0.31271307737743
0,5,61.8150937422454,109.856259521666,134.706197350276,0.315765283671226
0,5,55.0125303025558,109.620898331632,134.46416347344,0.31822187744235
0,5,48.9585683216614,109.448762133137,134.273784345682,0.320151082010005
0,5,43.5708264812431,109.311351630734,134.128505046626,0.321621429227691
0,5,38.7759892770118,109.183302540752,134.021882957122,0.322699520602087
0,5,34.5088093533919,109.064396994177,133.947780871907,0.323448286424804
0,5,30.7112196282441,108.952862696225,133.900506788004,0.323925751871904
0,5,27.3315431255683,108.868727280509,133.874903834397,0.324184269829169
0,5,24.3237897637187,108.82068963055,133.866396812149,0.324270155930633
0,5,21.6470305299413,108.775060399265,133.871003336673,0.32422364956713
0,5,19.2648405251046,108.734500995849,133.885317946045,0.324079122501188
0,5,17.1448032996662,108.734443011578,133.906477082385,0.323865461550868
0,5,15.2580697359626,108.732777103637,133.932111877845,0.323606561010267
0,5,13.5789654741639,108.729621715168,133.960294446863,0.32332187184772
0,5,12.0846415398102,108.728796480876,133.991769360341,0.323003853919687
0,5,10.7547634187279,108.724509230074,134.022331085451,0.322694991221766
0,5,9.57123434830684,108.718498041026,134.051494093804,0.32240019854811
