"Alpha","Fold","Lambda","MAE","RMSE","R2"
0.5,1,1.13279114191101,116.469398811533,138.123405021495,0.329344090102433
0.5,1,1.00813091509166,116.671069480046,138.463441733472,0.326037940243344
0.5,1,0.897189167854018,116.85279582449,138.776532567585,0.322986594586006
0.5,1,0.798456223159667,117.004862898752,139.04231392638,0.320390912946885
0.5,1,0.710588539345956,117.190444439456,139.320677216706,0.317667028626303
0.5,1,0.632390427432172,117.385631750327,139.588843190769,0.315037776614826
0.5,1,0.562797780380668,117.562067385537,139.835017387598,0.312619693512344
0.5,1,0.500863592903419,117.703673833031,140.033248774989,0.310669439043583
0.5,1,0.445745074769913,117.841246311617,140.229110735807,0.308739782236185
0.5,1,0.396692182256393,117.967435004742,140.411037450665,0.30694500115815
0.5,1,0.353037411674305,118.063284390941,140.548823837046,0.305584133809717
0.5,1,0.314186716089952,118.177071372089,140.716598702718,0.303925278722466
0.5,1,0.279611421631586,118.256840997574,140.833499270132,0.302768267674698
0.5,1,0.248841033382369,118.334540587214,140.948479812643,0.301629322622197
0.5,1,0.221456832962972,118.406639908914,141.056070880943,0.300562732541987
0.5,1,0.19708618068078,118.454986665996,141.127437897932,0.299854795922542
0.5,1,0.175397444710283,118.523714213078,141.231479406349,0.298822097884559
0.5,1,0.156095488301767,118.5655756481,141.294240845542,0.298198770670145
0.5,2,191.424686966137,120.341475252507,148.141319926721,0.0459932630084599
