"Alpha","Fold","Lambda","MAE","RMSE","R2"
0.75,3,17.5851951752752,123.915199007312,144.608818514604,0.262596151816308
0.75,3,15.6499978223772,123.936753042184,144.5550280313,0.263144637483947
0.75,3,13.9277630642834,123.948109642966,144.513727350231,0.263565629839548
0.75,3,12.3950550138384,123.857798926718,144.417395358823,0.264547108151654
0.75,3,11.0310168321337,123.807233832856,144.372407873181,0.265005238877391
0.75,3,9.81708691207616,123.786818319076,144.379191519073,0.264936166657799
0.75,3,8.73674629509341,123.76031178125,144.406284098437,0.264660273109367
0.75,3,7.77529388386414,123.759164645482,144.454246347281,0.264171729219056
0.75,3,6.91964639220518,123.79961050152,144.513150278249,0.263571511284868
0.75,3,6.15816030986628,123.868997080257,144.584558377222,0.262843550532914
0.75,3,5.4804734595588,123.948445802858,144.663646291112,0.262036879176285
0.75,3,4.87736399015255,124.121114916928,144.853291090857,0.260100765920708
0.75,3,4.3406248872432,124.347108012017,145.139124615195,0.257177854542148
0.75,3,3.86295229345099,124.566244731048,145.444661094727,0.254047090827977
0.75,3,3.43784611873147,124.809267575693,145.776725781896,0.250637032531533
0.75,3,3.05952158821994,125.043147184131,146.080104992591,0.247514754859976
0.75,3,2.7228305239671,125.277099912909,146.389249398759,0.244326466431585
0.75,3,2.42319128938076,125.482863584259,146.675095321195,0.241372464131123
0.75,3,2.15652644306912,125.627518208436,146.883833634351,0.239211670415823
0.75,3,1.91920725368932,125.788856879749,147.112226943838,0.23684389376991
0.75,3,1.70800432076856,125.898982419134,147.273833737018,0.235166277232712
0.75,3,1.52004362955389,126.018158583535,147.452370512914,0.233310771576037
0.75,3,1.35276744189247,126.110181889302,147.587032445577,0.231909763277748
0.75,3,1.2038994909517,126.201884892953,147.722847348732,0.230495464229621
0.75,3,1.07141400615477,126.300151693307,147.870303007481,0.228958472064174
0.75,3,0.953508146828073,126.393622160517,148.013270114429,0.227466801816313
0.75,3,0.848577469441978,126.479366466255,148.146983520148,0.226070376968934
0.75,3,0.755194094607342,126.56910073639,148.290947760784,0.224565488728124
0.75,3,0.672087276727772,126.646043026604,148.418603342023,0.223229855614165
0.75,3,0.598126111902678,126.709910289977,148.523105961012,0.222135611491179
0.75,3,0.532304148773111,126.769678381671,148.622781726025,0.221091191572704
0.75,3,0.473725692897304,126.824029981018,148.714836401606,0.220126004372526
0.75,3,0.421593618288114,126.867783611121,148.790061075931,0.219336834895463
0.75,3,0.375198520253778,126.9096328091,148.863027695981,0.218570972991693
0.75,3,0.333909061935612,126.949256555766,148.931042352345,0.217856749060905
0.75,3,0.297163383179942,126.992999603113,149.004201509664,0.217088138373531
0.75,3,0.264461454837596,127.173746472677,149.282684643781,0.214158939203312
0.75,3,0.235358274449537,127.903619082423,150.403150001677,0.202318154265176
0.75,3,0.209457810726634,128.684314939894,151.60911554175,0.189474892820848
0.75,3,0.186407614421057,129.061901038583,152.213120919473,0.183003821214124
0.75,3,0.165894022254913,129.162185982437,152.378880193912,0.18122344339413
0.75,3,0.147637888641981,129.26181775201,152.546082454375,0.179425603688101
0.75,3,0.13139078712052,129.301834951351,152.615394235686,0.178679751767983
0.75,3,0.116931629806855,129.324748839303,152.656989055804,0.178231994533317
0.75,3,0.104063658867845,129.342742979768,152.690572686768,0.177870386600428
0.75,4,127.616457977424,129.117450099977,162.820858689756,0.01334868835956
0.75,4,113.572654129779,126.873175920764,157.992138205259,0.0710024484737636
0.75,4,101.074328268571,124.960004626739,153.901307173433,0.118487991147855
0.75,4,89.9514052323629,123.386672327307,150.469489431579,0.157363027847253
0.75,4,80.0525261150093,122.131650598892,147.617467788537,0.189003241451503
0.75,4,71.2429885985663,121.147371535068,145.268461860663,0.214608327355448
0.75,4,63.4029139463197,120.38789806088,143.350262186696,0.235212820286992
0.75,4,56.4256157126642,119.734563371754,141.796689174918,0.251699910596943
0.75,4,50.2161479715093,119.272610627357,140.548423100537,0.264816806056626
0.75,4,44.6900133077423,118.897457571193,139.553302769485,0.275190537482984
0.75,4,39.7720129903098,118.62362527204,138.766214239681,0.28334341394259
0.75,4,35.3952236802607,118.411140676255,138.148692204671,0.289707593287064
0.75,4,31.5000867489642,118.227195440684,137.668343041029,0.294638442714479
0.75,4,28.0335978140925,118.100338571619,137.298177594966,0.298426524180252
0.75,4,24.9485854647093,118.032697286008,137.015919237646,0.301308156403857
0.75,4,22.2030693604732,118.003035642409,136.803332095727,0.303474586038833
0.75,4,19.7596889700747,117.976447574562,136.645597366267,0.30507985263525
0.75,4,17.5851951752752,117.95411738719,136.530752679133,0.306247462143557
0.75,4,15.6499978223772,117.937414803185,136.449200264226,0.307075997786736
0.75,4,13.9277630642834,117.932394489899,136.395558393547,0.307620705024752
0.75,4,12.3950550138384,117.946336156847,136.366662546201,0.307914039608166
0.75,4,11.0310168321337,117.973167334805,136.358108766138,0.308000860907608
0.75,4,9.81708691207616,118.003336914811,136.362921490121,0.30795201218631
0.75,4,8.73674629509341,118.030282747524,136.37631214153,0.307816089191063
0.75,4,7.77529388386414,118.052128067595,136.394323657889,0.307633240646069
0.75,4,6.91964639220518,118.078537179276,136.418361459513,0.30738917709673
0.75,4,6.15816030986628,118.096996950381,136.443667285234,0.307132192417527
0.75,4,5.4804734595588,118.116337082343,136.470913511033,0.306855449378101
0.75,4,4.87736399015255,118.166072511007,136.505816595293,0.306500854017755
0.75,4,4.3406248872432,118.182472364599,136.515474869545,0.306402715461219
0.75,4,3.86295229345099,118.189130573353,136.52329437324,0.30632325572431
0.75,4,3.43784611873147,118.208923012907,136.546457636735,0.306087850032451
0.75,4,3.05952158821994,118.236820758169,136.573997393018,0.305807914558957
0.75,4,2.7228305239671,118.257615560308,136.587311673849,0.305672557623147
0.75,4,2.42319128938076,118.27924521808,136.601484597174,0.30552845697371
0.75,4,2.15652644306912,118.311244463026,136.606118272886,0.30548134166586
0.75,4,1.91920725368932,118.339542699752,136.612949198309,0.305411881764121
0.75,4,1.70800432076856,118.366735139029,136.62343617628,0.305305238727457
0.75,4,1.52004362955389,118.390196876942,136.634120808492,0.305196577307834
0.75,4,1.35276744189247,118.412558559698,136.643700295033,0.305099147861665
0.75,4,1.2038994909517,118.425196280615,136.646322552375,0.305072476652646
0.75,4,1.07141400615477,118.435953667539,136.65040853144,0.305030916781709
0.75,4,0.953508146828073,118.448941667471,136.659855725994,0.304934821421895
0.75,4,0.848577469441978,118.461242374386,136.669495254851,0.304836762820676
0.75,4,0.755194094607342,118.471342383273,136.678823195893,0.304741867277723
0.75,4,0.672087276727772,118.480201578615,136.687887964505,0.304649642850516
0.75,4,0.598126111902678,118.489369885302,136.696697125289,0.304560013102445
0.75,4,0.532304148773111,118.496687046885,136.704973572145,0.304475798246357
0.75,4,0.473725692897304,118.502957525706,136.712705558335,0.304397118803105
0.75,4,0.421593618288114,118.509647717393,136.71977850845,0.304325141707374
0.75,4,0.375198520253778,118.514919796111,136.726474392236,0.304256998354277
0.75,4,0.333909061935612,118.519286072861,136.73261802971,0.304194472222032
0.75,4,0.297163383179942,118.523047487851,136.738241439203,0.304137238184865
0.75,4,0.264461454837596,118.526348446327,136.743376937418,0.304084967963445
0.75,4,0.235358274449537,118.529268339432,136.748053800665,0.304037364120867
0.75,4,0.209457810726634,118.532863876622,136.752347529042,0.303993658615005
0.75,4,0.186407614421057,118.535685207321,136.756232189208,0.303954115798222
0.75,4,0.165894022254913,118.540345088612,136.761481018391,0.303900685018476
0.75,4,0.147637888641981,118.546329644181,136.766629873358,0.303848269939949
0.75,4,0.13139078712052,118.551867973862,136.770762652185,0.303806197036609
0.75,4,0.116931629806855,118.556943309568,136.77430504409,0.303770133433812
0.75,4,0.104063658867845,118.561540197483,136.777425126081,0.303738368417061
0.75,5,127.616457977424,125.903365520866,163.324501803371,-0.00584864822222242
0.75,5,113.572654129779,123.363690430707,157.723592172589,0.0619558667667942
0.75,5,101.074328268571,121.027257918186,152.971082157675,0.117634273869132
0.75,5,89.9514052323629,118.962416232793,148.982299142777,0.163050418206282
0.75,5,80.0525261150093,117.154829077161,145.670011065435,0.199852120197827
0.75,5,71.2429885985663,115.528519358823,142.947872790637,0.229477462190475
0.75,5,63.4029139463197,114.203084422488,140.733262649122,0.253167060312855
0.75,5,56.4256157126642,113.059459871728,138.949387987538,0.271980136577257
0.75,5,50.2161479715093,112.172352673582,137.526644904812,0.286812621801339
0.75,5,44.6900133077423,111.479933742095,136.403302014792,0.298415929432807
0.75,5,39.7720129903098,110.934399437872,135.525630173281,0.307415411889712
0.75,5,35.3952236802607,110.508732732623,134.847620040377,0.314327827760444
0.75,5,31.5000867489642,110.177862654464,134.330424581131,0.319577404511208
0.75,5,28.0335978140925,109.962890345299,133.941643893209,0.323510279065714
0.75,5,24.9485854647093,109.794652184024,133.65454378245,0.326407243972924
0.75,5,22.2030693604732,109.643695077961,133.447273423493,0.328494828141215
0.75,5,19.7596889700747,109.511658728455,133.302124715065,0.329954807031136
0.75,5,17.5851951752752,109.396668350717,133.204857960112,0.330932275983679
0.75,5,15.6499978223772,109.293732723744,133.144105334052,0.331542439193951
0.75,5,13.9277630642834,109.201646005853,133.110854625413,0.33187627165537
0.75,5,12.3950550138384,109.121921000231,133.098010067951,0.332005206889023
0.75,5,11.0310168321337,109.044311040935,133.082209565867,0.332163797188409
0.75,5,9.81708691207616,108.978699338109,133.08808872109,0.332104790061325
0.75,5,8.73674629509341,108.942161051983,133.10472399901,0.331937813182647
0.75,5,7.77529388386414,108.92013091921,133.123746222058,0.331746851726
0.75,5,6.91964639220518,108.901872347191,133.146075143756,0.331522659964112
0.75,5,6.15816030986628,108.910741362016,133.183313250426,0.331148690074826
0.75,5,5.4804734595588,108.898451535641,133.227810322375,0.330701683675548
0.75,5,4.87736399015255,108.848936213405,133.291356269733,0.330063058172822
0.75,5,4.3406248872432,108.78761913906,133.365831952145,0.329314203163912
0.75,5,3.86295229345099,108.740628024024,133.444388715581,0.328523859462665
0.75,5,3.43784611873147,108.720383053683,133.511628890739,0.327847000002179
0.75,5,3.05952158821994,108.766373807402,133.67516608924,0.326199363152177
0.75,5,2.7228305239671,108.883647299941,133.949897689595,0.323426902749149
0.75,5,2.42319128938076,108.956319851946,134.134382496625,0.321561975445132
0.75,5,2.15652644306912,109.028846164289,134.303861477331,0.319846477568298
0.75,5,1.91920725368932,109.096507346126,134.454300222081,0.318321893717165
0.75,5,1.70800432076856,109.15445408115,134.567808016704,0.317170447625831
0.75,5,1.52004362955389,109.216287005468,134.670279559594,0.316130120973861
0.75,5,1.35276744189247,109.276365695789,134.762076664965,0.315197492462095
0.75,5,1.2038994909517,109.335121312484,134.841535500299,0.314389703612423
0.75,5,1.07141400615477,109.392097810201,134.914433304077,0.313648196263356
0.75,5,0.953508146828073,109.43872823222,134.984003740487,0.312940160736576
0.75,5,0.848577469441978,109.468310626888,135.060524106019,0.312160972532001
0.75,5,0.755194094607342,109.47860050422,135.105959648014,0.311698104554767
0.75,5,0.672087276727772,109.480515871432,135.144223120984,0.311308180224608
0.75,5,0.598126111902678,109.485831528414,135.180984428225,0.310933459732202
0.75,5,0.532304148773111,109.488373949088,135.213535155002,0.310601574042316
0.75,5,0.473725692897304,109.489299254922,135.237894110911,0.310353158992907
0.75,5,0.421593618288114,109.483577065796,135.251751174632,0.310211823313537
0.75,5,0.375198520253778,109.475777547313,135.258752781476,0.310140404635629
0.75,5,0.333909061935612,109.462581839534,135.258779525311,0.310140131832679
0.75,5,0.297163383179942,109.451511680807,135.258678827082,0.31014115901393
0.75,5,0.264461454837596,109.44118879131,135.255663250172,0.31017191932033
0.75,5,0.235358274449537,109.425695300076,135.246908780906,0.310261215149358
0.75,5,0.209457810726634,109.406297317269,135.232955052599,0.310403531616423
0.75,5,0.186407614421057,109.383824395126,135.214502704094,0.310591707734082
0.75,5,0.165894022254913,109.358820032554,135.192177544855,0.310819344252162
0.75,5,0.147637888641981,109.331675740922,135.166524985861,0.311080861899733
0.75,5,0.13139078712052,109.314793350083,135.150505529959,0.311244148716109
0.75,5,0.116931629806855,109.283379228659,135.119866555827,0.311556398834613
0.75,5,0.104063658867845,109.26372074158,135.100207173423,0.311756715660944
